customer_grade,quote_stage,quantity,estimated_amount,days_until_due,converted
D,유력,1,62000000,17,1
C,유력,1,62000000,16,1
C,초기,5,73000000,34,0
C,협의중,3,35000000,9,0
D,협의중,2,103000000,30,0
B,협의중,3,100000000,4,0
A,유력,4,79000000,9,1
B,유력,2,102000000,16,1
A,협의중,6,103000000,25,1
C,협의중,6,38000000,32,0
A,초기,4,73000000,30,0
C,협의중,5,107000000,15,0
B,유력,3,39000000,14,1
C,협의중,6,86000000,3,0
B,초기,3,90000000,9,1
B,협의중,4,37000000,30,1
C,협의중,3,21000000,15,0
B,협의중,1,58000000,4,0
D,유력,3,33000000,31,1
D,협의중,4,88000000,15,0
D,초기,3,68000000,25,0
B,협의중,6,32000000,22,0
A,유력,3,117000000,5,1
C,초기,5,108000000,14,0
B,유력,4,62000000,32,0
C,협의중,2,93000000,15,1
A,유력,3,99000000,3,1
B,유력,1,81000000,20,1
C,초기,6,100000000,25,0
A,초기,2,70000000,16,0
C,초기,2,23000000,3,0
B,초기,2,51000000,14,0
C,협의중,3,107000000,31,0
B,유력,6,54000000,4,0
B,유력,6,29000000,20,1
D,유력,3,70000000,34,1
C,협의중,4,118000000,16,0
B,유력,2,50000000,24,1
B,협의중,5,86000000,29,0
D,초기,6,52000000,35,0
B,협의중,2,102000000,25,0
D,협의중,4,81000000,16,0
B,초기,3,48000000,12,1
C,협의중,3,85000000,33,1
B,협의중,2,38000000,29,0
C,초기,6,50000000,22,0
D,협의중,5,106000000,24,0
A,초기,6,119000000,22,0
A,유력,1,94000000,14,1
B,초기,1,24000000,32,1
A,유력,5,115000000,15,1
C,협의중,6,80000000,12,0
B,초기,3,103000000,3,0
D,초기,2,60000000,25,0
A,초기,6,99000000,3,0
B,협의중,5,30000000,22,1
A,초기,4,94000000,19,0
C,협의중,2,114000000,34,0
C,협의중,1,120000000,9,1
A,협의중,1,53000000,13,1
A,협의중,3,37000000,30,0
B,초기,6,62000000,10,0
B,협의중,5,42000000,25,1
B,초기,6,114000000,30,0
C,유력,6,28000000,17,1
A,협의중,3,62000000,25,1
C,협의중,6,22000000,29,1
A,유력,4,76000000,15,1
B,초기,2,29000000,23,0
B,협의중,6,115000000,13,0
B,초기,4,21000000,35,0
A,유력,6,74000000,28,1
B,유력,4,91000000,17,1
C,초기,2,97000000,24,0
B,협의중,1,57000000,24,1
B,협의중,5,87000000,12,0
A,협의중,6,71000000,31,1
C,유력,2,53000000,17,0
B,협의중,1,57000000,35,1
D,협의중,6,37000000,6,0
C,초기,3,64000000,5,0
A,초기,6,48000000,9,1
A,협의중,3,74000000,27,1
C,초기,6,60000000,21,0
C,협의중,2,28000000,15,0
A,유력,3,46000000,8,1
C,유력,6,92000000,33,0
C,초기,1,70000000,12,0
A,협의중,4,95000000,11,1
C,협의중,1,75000000,16,0
B,유력,2,105000000,8,0
C,협의중,5,37000000,13,1
B,협의중,1,118000000,23,0
C,협의중,4,32000000,4,0
B,협의중,4,18000000,31,0
B,협의중,5,111000000,8,1
A,초기,3,24000000,3,0
A,초기,6,66000000,18,0
B,초기,2,113000000,22,0
D,초기,3,82000000,28,0
B,초기,1,52000000,3,0
C,초기,4,105000000,32,0
B,초기,6,110000000,12,0
B,협의중,1,27000000,18,0
C,협의중,1,24000000,23,1
A,협의중,1,87000000,22,1
A,초기,6,88000000,13,0
A,초기,5,112000000,15,0
A,유력,4,84000000,10,1
C,초기,1,48000000,8,0
C,유력,6,66000000,3,0
B,협의중,6,80000000,30,0
A,초기,2,28000000,19,0
A,초기,4,19000000,32,1
A,협의중,1,119000000,23,1
A,초기,3,28000000,10,0
B,초기,3,120000000,22,0
D,협의중,4,36000000,28,0
B,초기,2,76000000,30,0
A,협의중,6,32000000,35,1
C,유력,2,92000000,25,1
A,협의중,4,117000000,31,0
D,협의중,4,44000000,32,1
B,유력,4,113000000,21,0
A,협의중,2,105000000,21,0
D,협의중,4,66000000,14,0
A,초기,3,105000000,10,1
B,유력,6,56000000,14,1
A,초기,5,47000000,10,0
D,협의중,2,71000000,19,0
C,협의중,4,86000000,27,0
D,유력,2,66000000,17,1
B,초기,6,95000000,17,0
A,유력,3,91000000,14,1
A,유력,5,32000000,13,1
A,협의중,2,53000000,7,1
B,협의중,6,36000000,9,1
B,초기,2,53000000,33,1
A,초기,1,75000000,28,0
C,협의중,6,75000000,19,0
B,초기,5,75000000,6,0
D,초기,4,33000000,10,0
D,유력,4,63000000,9,0
B,초기,1,73000000,7,0
C,협의중,6,58000000,29,0
A,협의중,1,39000000,32,0
B,협의중,2,113000000,29,1
B,협의중,2,80000000,35,1
B,유력,5,106000000,6,0
D,초기,1,32000000,16,0
A,초기,4,62000000,15,0
C,초기,2,120000000,15,0
A,유력,1,78000000,24,1
A,유력,3,106000000,6,1
C,협의중,6,55000000,26,0
B,초기,6,71000000,18,0
D,협의중,1,37000000,33,0
D,초기,6,37000000,12,0
C,유력,1,74000000,20,1
C,협의중,3,89000000,7,0
C,유력,3,81000000,29,0
D,초기,6,41000000,15,0
A,협의중,4,47000000,19,1
A,초기,5,50000000,23,1
B,초기,1,95000000,18,1
C,협의중,4,84000000,24,0
C,협의중,4,107000000,22,0
C,협의중,2,98000000,20,0
A,유력,5,95000000,14,1
B,협의중,2,60000000,8,1
B,초기,2,45000000,33,1
B,초기,6,35000000,10,0
A,초기,1,108000000,14,1
C,협의중,6,52000000,9,0
B,유력,6,47000000,6,1
D,초기,2,73000000,23,0
A,유력,1,101000000,22,1
A,유력,5,52000000,12,1
C,초기,3,49000000,26,1
C,협의중,3,107000000,8,1
C,협의중,1,61000000,29,0
A,유력,3,31000000,22,1
A,협의중,6,26000000,15,1
B,유력,2,56000000,23,0
C,협의중,5,40000000,27,0
C,유력,1,21000000,15,1
B,초기,6,91000000,14,1
D,초기,4,109000000,27,0
C,유력,5,40000000,13,1
A,협의중,1,90000000,19,1
A,유력,2,95000000,4,0
C,유력,3,34000000,20,0
D,초기,4,72000000,14,0
A,협의중,2,56000000,17,0
B,협의중,1,112000000,27,0
C,협의중,5,73000000,26,0
A,초기,5,40000000,27,0
D,협의중,3,20000000,31,0
B,유력,5,62000000,13,0
D,협의중,5,97000000,26,0
D,유력,6,19000000,18,0
C,협의중,4,54000000,23,1
C,유력,4,69000000,24,1
B,유력,5,43000000,3,1
B,협의중,3,35000000,35,0
A,초기,3,112000000,28,0
B,협의중,4,93000000,19,0
B,초기,6,100000000,4,0
D,협의중,1,28000000,19,0
D,초기,2,120000000,19,0
D,유력,4,31000000,24,1
C,협의중,6,59000000,3,0
A,협의중,4,20000000,9,1
C,초기,6,105000000,14,0
C,유력,3,96000000,30,0
B,유력,3,59000000,4,0
C,협의중,6,91000000,17,0
B,초기,6,113000000,19,0
C,협의중,4,107000000,13,0
C,초기,1,34000000,24,1
D,유력,5,59000000,34,0
A,협의중,3,83000000,7,0
C,초기,6,54000000,18,0
B,협의중,1,103000000,27,1
B,초기,6,28000000,4,0
D,초기,5,91000000,27,0
A,유력,6,44000000,3,0
C,협의중,3,36000000,34,0
B,유력,1,45000000,27,1
A,유력,6,72000000,16,1
C,초기,5,51000000,28,0
B,협의중,6,49000000,17,1
A,유력,2,46000000,26,1
B,협의중,6,24000000,31,0
C,유력,3,53000000,25,1
D,초기,4,35000000,27,0
B,협의중,6,23000000,35,0
D,유력,5,80000000,34,1
B,유력,3,96000000,20,0
C,유력,5,109000000,24,1
B,초기,6,76000000,19,0
D,유력,2,78000000,27,1
B,초기,3,37000000,4,0
B,협의중,1,57000000,31,1
B,초기,4,116000000,16,0
A,협의중,1,118000000,5,0
A,유력,6,22000000,29,1
B,협의중,2,113000000,21,0
B,협의중,3,101000000,30,1
B,초기,2,104000000,11,0
B,초기,6,103000000,3,0
A,협의중,5,112000000,8,1
C,유력,5,114000000,26,0
A,협의중,5,82000000,28,0
D,초기,1,105000000,23,0
C,협의중,3,69000000,30,1
C,협의중,4,29000000,35,0
C,협의중,6,18000000,20,0
C,협의중,6,101000000,27,0
A,협의중,6,65000000,11,1
B,협의중,3,20000000,7,1
A,초기,2,18000000,14,0
A,협의중,3,20000000,23,1
B,초기,5,72000000,14,0
A,초기,1,45000000,8,1
B,협의중,3,75000000,18,1
B,초기,4,111000000,35,0
B,초기,3,34000000,3,0
C,초기,1,113000000,13,0
A,협의중,6,46000000,25,0
B,협의중,6,114000000,29,0
D,유력,4,56000000,9,1
D,유력,1,82000000,15,1
B,협의중,3,71000000,23,0
A,초기,5,85000000,26,0
C,협의중,5,59000000,24,0
C,초기,5,84000000,22,0
C,유력,2,88000000,27,1
C,유력,1,66000000,32,1
C,초기,2,30000000,17,0
C,협의중,5,109000000,5,0
D,유력,1,51000000,27,1
A,협의중,2,57000000,13,1
C,협의중,4,113000000,18,0
C,유력,6,31000000,14,1
B,협의중,2,55000000,8,0
B,협의중,2,49000000,8,1
C,협의중,1,26000000,23,1
A,유력,3,19000000,31,1
A,협의중,1,96000000,29,1
B,협의중,3,58000000,32,1
C,협의중,6,120000000,22,0
D,초기,5,112000000,14,0
A,협의중,5,94000000,20,1
A,협의중,1,97000000,9,1
D,유력,6,66000000,27,0
A,초기,6,111000000,11,1
B,유력,1,69000000,12,1
B,초기,6,28000000,34,0
C,초기,4,97000000,27,0
A,초기,3,81000000,8,0
A,협의중,2,102000000,25,1
C,협의중,4,24000000,15,1
A,유력,6,77000000,20,1
C,협의중,3,42000000,32,0
A,협의중,3,60000000,14,0
C,협의중,5,120000000,4,0
A,협의중,5,69000000,4,0
A,협의중,2,119000000,14,1
B,협의중,3,79000000,19,1
C,협의중,5,61000000,5,0
A,유력,6,82000000,35,1
B,협의중,2,22000000,9,0
B,유력,4,35000000,17,1
B,협의중,5,74000000,27,1
C,유력,5,97000000,18,1
B,유력,4,100000000,11,0
A,협의중,1,30000000,15,1
A,초기,5,53000000,31,0
A,협의중,1,45000000,35,1
B,유력,6,50000000,23,0
B,유력,5,55000000,22,1
C,초기,4,90000000,6,0
A,협의중,5,48000000,25,0
D,협의중,2,99000000,6,0
B,초기,6,111000000,28,0
C,초기,5,115000000,28,0
B,유력,3,66000000,12,1
A,유력,6,86000000,14,0
A,유력,6,86000000,3,0
A,초기,2,65000000,16,1
D,협의중,4,86000000,22,0
C,협의중,4,99000000,34,0
C,협의중,3,120000000,17,0
B,초기,3,91000000,33,0
A,협의중,2,28000000,33,1
B,유력,3,94000000,13,0
C,협의중,5,108000000,32,0
A,협의중,6,99000000,21,0
B,유력,2,72000000,31,1
A,협의중,1,119000000,34,1
B,초기,4,63000000,23,1
B,협의중,3,32000000,28,1
B,초기,6,19000000,6,0
A,협의중,2,25000000,10,1
A,초기,6,59000000,33,0
A,유력,2,34000000,20,1
C,초기,6,94000000,13,0
B,초기,6,84000000,19,0
C,유력,6,82000000,5,0
C,초기,3,88000000,3,0
D,유력,4,113000000,18,1
D,협의중,6,80000000,9,0
B,초기,1,62000000,18,0
D,초기,4,80000000,20,0
C,협의중,6,35000000,34,1
C,협의중,4,107000000,22,0
A,협의중,2,108000000,25,1
C,유력,2,120000000,35,1
A,유력,3,59000000,16,1
D,협의중,4,61000000,23,0
A,초기,2,71000000,19,1
C,협의중,6,83000000,20,0
B,협의중,5,117000000,4,0
C,초기,5,107000000,9,0
A,협의중,3,26000000,12,1
C,초기,3,95000000,13,0
C,협의중,3,97000000,14,0
C,초기,6,61000000,33,0
B,협의중,3,92000000,5,0
B,협의중,5,51000000,16,0
B,유력,4,86000000,33,0
A,유력,5,40000000,12,1
C,초기,5,24000000,34,0
D,초기,1,62000000,16,0
B,초기,1,102000000,6,0
D,협의중,4,76000000,17,0
C,초기,6,27000000,19,0
B,초기,3,77000000,35,0
B,초기,3,100000000,34,0
B,협의중,6,65000000,32,1
C,초기,2,86000000,26,0
B,초기,6,113000000,25,0
B,유력,3,82000000,9,0
B,초기,5,116000000,19,0
A,초기,2,48000000,16,0
C,유력,3,74000000,3,1
B,초기,5,74000000,9,1
D,협의중,4,110000000,18,0
A,협의중,3,91000000,24,0
B,초기,3,65000000,28,1
B,초기,4,30000000,4,1
B,협의중,6,23000000,9,1
A,협의중,5,119000000,20,0
B,협의중,5,40000000,23,1
A,유력,2,32000000,26,1
C,협의중,5,72000000,31,0
A,유력,4,80000000,18,1
C,협의중,5,94000000,29,1
A,초기,5,86000000,16,1
A,초기,3,31000000,15,0
A,초기,5,77000000,22,1
C,유력,2,73000000,28,0
D,협의중,6,116000000,29,0
C,초기,6,52000000,4,0
C,유력,6,19000000,6,0
C,초기,3,117000000,30,0
B,초기,1,83000000,14,0
B,유력,6,71000000,18,0
B,협의중,3,108000000,7,1
B,유력,4,72000000,9,1
A,초기,2,119000000,13,1
C,초기,2,66000000,8,0
B,유력,5,90000000,12,0
C,유력,4,115000000,23,0
B,협의중,4,65000000,16,1
C,협의중,3,27000000,10,0
C,협의중,6,115000000,24,1
B,협의중,5,20000000,24,1
A,유력,6,87000000,9,1
A,유력,6,72000000,35,1
A,유력,3,81000000,8,1
C,초기,1,51000000,18,1
B,유력,1,32000000,14,1
B,유력,1,43000000,3,1
D,협의중,3,77000000,33,1
B,유력,6,103000000,33,1
D,초기,4,66000000,12,0
B,협의중,6,79000000,7,0
A,초기,2,23000000,21,0
C,협의중,1,102000000,22,1
B,협의중,1,46000000,13,1
B,협의중,4,50000000,30,1
A,협의중,4,22000000,23,0
C,초기,6,20000000,27,0
B,유력,1,90000000,34,0
A,초기,6,32000000,31,0
A,초기,3,89000000,9,1
D,초기,4,77000000,3,0
A,유력,2,26000000,18,1
B,초기,3,39000000,28,0
A,초기,5,112000000,4,0
B,협의중,3,83000000,3,1
C,협의중,2,116000000,26,0
C,유력,2,105000000,8,1
B,초기,3,28000000,33,0
D,협의중,2,116000000,25,1
D,협의중,3,24000000,8,1
B,초기,5,60000000,26,0
C,협의중,5,92000000,3,0
B,유력,5,76000000,9,1
B,유력,6,21000000,15,1
B,협의중,1,91000000,22,1
B,유력,4,18000000,24,1
B,협의중,2,115000000,23,1
B,협의중,1,114000000,32,0
B,협의중,6,73000000,6,1
B,협의중,6,109000000,32,0
C,초기,1,99000000,33,0
A,초기,3,92000000,29,0
C,협의중,4,51000000,24,1
A,협의중,5,23000000,22,0
D,협의중,2,32000000,8,0
B,유력,3,38000000,33,1
B,유력,3,92000000,22,0
B,초기,1,24000000,33,0
B,협의중,4,64000000,21,0
B,협의중,2,83000000,32,1
B,협의중,3,82000000,24,1
D,초기,2,92000000,3,0
B,협의중,5,62000000,29,1
B,협의중,6,94000000,14,0
D,협의중,4,26000000,16,0
D,유력,4,22000000,31,0
D,협의중,3,77000000,5,0
A,협의중,4,36000000,27,1
B,초기,6,115000000,31,1
C,초기,4,115000000,18,0
A,협의중,4,40000000,14,1
A,협의중,6,39000000,21,1
